"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"semakin maju terus ke depannya","55749","237","90002257","20162","4","4","4","4","4","3","4","4","4","4","198"
"ibu jika menerangkan gak terlalu detail seharusnya diterangkan hingga mhs paham, ingetin diawal tentang konsep pengerjaan.","55752","237","90002257","20162","4","3","2","4","3","1","3","2","3","3","198"
"sebaiknya dosennya mengajar lebih baik lagi sehingga minat belajar mhs meningkat.","55755","237","90002257","20162","3","4","3","4","4","2","3","3","3","4","198"
"sebaiknya dosennya mengajar lebih baik lagi dan dapat meningkatkan keinginan belajar.","55758","237","90002257","20162","3","4","3","4","3","3","3","3","3","4","198"
"good jobs.","55760","237","90002257","20162","3","3","3","3","3","3","3","3","3","3","198"
"mohon slid ppt dibagikan ke mhsnya.","55762","237","90002257","20162","4","4","3","4","3","3","4","4","3","3","198"
"tugas nati dikembalikan, mohon untuk tdk membedakan kami dengan anak SD, kita sudah sama-sama dewasa.","55766","237","90002257","20162","3","3","2","3","3","2","2","2","2","3","198"
"good job","55783","237","90002257","20162","3","3","2","3","3","2","3","2","3","4","198"
"lebih ditingkatkan ","55791","237","90002257","20162","3","3","2","3","3","1","3","2","3","2","198"
"mungkin perlu ditingkatkan","55796","237","90002257","20162","4","4","4","4","4","4","4","4","4","4","198"
"Kurang bisa dipahami dapat di p-ahami namun sulit","55903","175","90002237","20162","3","3","3","3","3","3","3","3","3","3","195"
"Semoga bapak lebih perhatian","55912","175","90002237","20162","3","3","3","3","3","3","3","3","3","3","195"
"Semoga bapak lebih dapat membuat mhs memperhatikan penjelasan","55915","175","90002237","20162","3","3","3","3","3","3","3","3","3","3","195"
"Jangan Pelit Nilai ya Pak","55918","175","90002237","20162","3","3","3","3","3","3","3","3","3","3","195"
"Sebaiknya memberikan contoh soal yang lebih banyak dan menjelaskan serta menjabarkan melalui media papan tulis sehingga lebihmudah dipahami dalam penjabaran materi","55948","175","90002237","20162","4","4","3","4","4","3","4","3","3","4","195"
"Luar biasa Pak","55950","175","90002237","20162","4","4","4","4","4","4","3","3","3","4","195"
"Jangan pelit ngasih nilai pak","55958","175","90002237","20162","4","3","3","3","4","3","2","2","3","4","195"
"Cara pengajaran yng lebih inovatif biar tidak bikin mengantuk","55973","175","90002237","20162","3","3","3","3","3","3","3","3","3","3","195"
"Uian open book dan soal jangan yang sulit","55976","175","90002237","20162","4","4","3","4","3","3","4","3","3","3","195"
"Lebih tegas Pak sana yang sering ngerjain tugas lain di jam bapak","55991","175","90002237","20162","4","4","4","3","4","2","3","3","3","4","195"
"Lanjutkan cara mengajar","55992","175","90002237","20162","3","3","3","3","3","3","3","3","3","3","195"
"Terimakasih pak imam","55993","175","90002237","20162","4","4","4","4","4","4","4","3","4","4","195"
"Terlalu tegang mahasiswa menjadi bosan","56010","316","90002155","20162","3","3","3","3","3","3","3","3","3","3","311"
"Sehat terus bu biar ga ada jam pengganti","56013","316","90002155","20162","4","4","4","4","4","4","4","4","4","4","311"
"To The moon and back","56016","316","90002155","20162","3","3","3","3","3","3","3","3","3","3","311"
"Ditingkatkan lagi hukuman mengajarnya","56019","316","90002155","20162","3","3","3","4","3","3","4","4","3","3","311"
"Kesempurnaan hanya milik ALLAH marhaban ya ramadhan","56023","316","90002155","20162","4","4","4","4","4","4","4","4","4","4","311"
"Banyak ceramah dari pada ngajar materi tapi saya paham beliau ingin membentuk mental kami terlebih dahulu baru skill yang kami miliki","56027","249","90002223","20162","3","3","3","3","3","3","3","3","3","3","195"
"tingkatkan","56033","249","90002223","20162","3","3","3","3","3","3","3","3","3","3","195"
"Mohon lebih tepat waktu kalau tidak bisa kuliah ngabari ketua kelas","56039","126","90001834","20162","4","4","3","4","4","4","2","3","4","4","311"
"Jangan sering lupa kalau ada tugas tolong diperiksa rajinlah mengajar","56041","126","90001834","20162","3","3","3","3","3","3","2","3","3","3","311"
"Mantap lah","56044","126","90001834","20162","4","4","3","4","3","2","3","2","4","3","311"
"Tetap semangat pak , kami butuh bapak untuk mencapai masa depan kami","56048","249","90002223","20162","3","3","3","3","3","3","3","3","3","3","195"
"Good Job","56050","126","90001834","20162","3","3","3","3","3","3","3","3","3","3","311"
"Good","56052","126","90001834","20162","3","3","3","4","4","3","3","3","3","3","311"
"Tetap Semangat","56060","126","90001834","20162","4","4","4","4","4","4","4","4","4","4","311"
"Jadi dosenyang punya pendirian sendiri, jangan ngikut-ngikut dosen lainnya","56075","249","90002223","20162","2","2","2","2","2","2","2","1","1","2","195"
"Lanjutkan Bravo teknik kimia","56079","178","90002049","20162","4","4","3","3","4","3","4","4","3","4","311"
"Dosen masih belum menguasai kelas dan memahami materi","56088","249","90002223","20162","2","2","3","3","2","2","2","1","2","2","195"
"Semangat Bu","56103","178","90002049","20162","3","3","3","3","3","3","3","3","3","3","311"
"Harus menjelaskan sesuai materi jangan NIKAH aja","56124","262","90001854","20162","1","1","1","1","1","1","1","1","1","1","311"
"Dosen harus lebih aktif","56125","262","90001854","20162","1","1","1","1","1","1","1","1","1","1","311"
"Sering ditinggal pergi keluar kota sehinggha kelas sering kosong pengganti hanya elearning","56145","235","90001782","20162","4","3","3","3","2","1","2","4","2","2","311"
"Materi yang diajarkan kurang sesuai dan cara mengajarnya kurang dimengerti","56148","235","90001782","20162","4","2","3","4","2","2","2","3","3","2","311"
"Dosenya baik dan ramah","56166","235","90001782","20162","3","3","3","3","3","3","3","3","3","3","311"
"Lanjutkan Pak","56172","22030","90002044","20162","4","4","4","4","4","4","4","4","4","4","311"
"Good Job","56184","22030","90002044","20162","4","4","4","4","4","4","4","4","4","4","311"
"Bapak mohon micnya didekatkan lagi karena tidak terlalu kedengeran selebihnya luar biasa","56185","22030","90002044","20162","4","4","4","4","4","4","4","4","4","4","311"
"Pak suaranya dinyaringin lagi","56186","22030","90002044","20162","3","3","3","3","3","3","3","3","3","3","311"
"Semangat Pak","56188","22030","90002044","20162","4","4","4","4","4","4","4","4","4","4","311"
"Suaranya lebih dikerasin lagi","56190","22030","90002044","20162","4","4","3","4","4","4","4","4","4","4","311"
"Suara Bapak diperbesar","56193","22030","90002044","20162","3","3","3","3","3","3","3","3","3","3","311"
"Sehat terus pak","56196","22030","90002044","20162","3","3","3","4","3","3","4","4","3","3","311"
"Panjang umur pak","56198","22030","90002044","20162","3","3","3","3","3","3","3","3","3","3","311"
"Sebaiknya diperbesar suaranya pak dalam memberi penjelasan kadang sulit terdengar","56203","22030","90002044","20162","3","3","3","4","3","2","3","3","3","3","311"
"Lebih sering berinteraksi dengan mahasiswa pak","56207","22030","90002044","20162","4","4","4","4","4","4","4","4","4","3","311"
"Lebih sring berinteraksi pada mahasiswa pak","56209","22030","90002044","20162","4","4","4","4","4","4","4","4","4","4","311"
"Suaranya diperbesar pak ","56214","22030","90002044","20162","4","4","4","4","4","4","3","4","3","4","311"
"Minta AC","56218","180","90002182","20162","3","3","3","3","3","3","3","3","3","3","199"
"Ya, begitulah","56226","180","90002182","20162","3","2","3","2","3","3","2","2","3","2","199"
"Kalau mengajar yang jelas ya pak","56267","249","90002209","20162","2","2","2","2","2","2","2","1","1","2","311"
"Pahami materi yang mau diberikan","56273","249","90002209","20162","1","1","1","1","1","1","1","1","1","1","311"
